manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
Apple,5c5b35373992,192.168.101.155,88,6cca9f67-b558-4f9b-8b0d-554af61d41bb,173.3,5c5b353eeb50,,False,100,1,27985,PRODUCT_DEMO_NETWORK,31901,ac,1446,iPad,0,WPA2-PSK/CCMP,64,-51,,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,53,5,08e689bcf408,41,False,32375271,unknown,173.3,0,08e689bcf408,27677,7925225,264,00000000-0000-0000-1000-5c5b353eeb50,127.11247934851973,328.6538071587986,"Pro 10.5""+Cell",8d977dd7-395f-4454-a90e-a2163c3aaa8e,11.4.1,1542756716
Apple,5c5b35373993,10.121.46.50,74,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,7246,REMO,558,ac,8,CASAN8894IPM105,0,WPA2-EAP-FT/CCMP,64,-45,CASAN8894IPM105,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,84,5,203caef1b69c,47,False,67194,unknown,144.4,0,203caef1b69c,235,51447,256,00000000-0000-0000-1000-5c5b353eeb50,160.0585439955343,336.0306501743036,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756716
Apple,5c5b35372a63,10.121.46.55,85,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,43098,REMO,93170,ac,9869,CASAN8894IPM103,0,WPA2-EAP-FT/CCMP,161,-48,CASAN8894IPM103,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,1120,5,203caef2eab2,42,False,149070793,unknown,173.3,0,203caef2eab2,100412,24004742,256,00000000-0000-0000-1000-5c5b353ee9bb,249.792704835146,119.09178655185343,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756716
Apple,5c5b35372a63,10.121.46.52,73,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,25172,REMO,3001,ac,34,CASAN8894IPM104,0,WPA2-EAP-FT/CCMP,161,-57,CASAN8894IPM104,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,287,5,203caef2ea9a,33,False,1600180,unknown,156.0,0,203caef2ea9a,2072,641723,256,00000000-0000-0000-1000-5c5b353ee9bb,209.00098435344842,95.2965082478508,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756716
Apple,5c5b35372a63,10.121.46.41,74,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353ee9bb,,False,1,1,14418,REMO,23011,ac,2779,CASAN8894IPM106,0,WPA2-EAP-FT/CCMP,161,-51,CASAN8894IPM106,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,302,5,203caef1b6ba,39,False,36830896,unknown,173.3,0,203caef1b6ba,26183,6236244,256,00000000-0000-0000-1000-5c5b353ee9bb,232.02205511404847,108.44021930230493,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756716
Apple,5c5b35373993,10.121.46.60,17,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,24698,REMO,17513,ac,486,CASAN8894IPM101,0,WPA2-EAP-FT/CCMP,64,-32,CASAN8894IPM101,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,622,5,203caef1e63c,60,False,9012447,unknown,156.0,0,203caef1e63c,12463,11207753,256,00000000-0000-0000-1000-5c5b353eeb50,151.27472813926673,329.8732591046285,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542756716
Apple,5c5b35373993,10.121.46.28,81,6cca9f67-b558-4f9b-8b0d-554af61d41bb,18.0,5c5b353eeb50,,False,1,1,39509,REMO,3533,ac,13,CASAN8894IPM112,0,WPA2-EAP-FT/CCMP,64,-47,CASAN8894IPM112,iPad,5894082b-c38d-4bc9-a929-f84a3af5641e,,437,5,9c84bf498a15,45,False,1374381,unknown,173.3,0,9c84bf498a15,2056,623461,256,00000000-0000-0000-1000-5c5b353eeb50,132.98108125597992,325.60176464885313,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756716
manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,dual_band,vlan_id,_ttl,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,username,family,psk_id,airwatch,rx_retries,band,mac,snr,rssi,tx_bytes,annotation,tx_rate,rx_bps,_id,rx_bytes,ap_id,tx_pkts,is_guest,model,wlan_id,os,last_seen
Intel Corporate,5c5b35365da1,10.2.46.43,1,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,23633,T-Mobile,393600,ac,50132,WABELHLP0708160,13251,WPA2-EAP/CCMP,149,host/WABELHLP0708160.gsm1900.org,,,,506,5,e4b3185094b1,22,-68,381207245,unknown,130.0,16745,e4b3185094b1,190956507,00000000-0000-0000-1000-5c5b353ed467,435275,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542756740
Apple,5c5b35365da1,10.2.46.22,40,53db3426-79c5-43db-af0b-8d4533bbeecc,18.0,5c5b353ed467,False,1,280,231,T-Mobile,1012,ac,93,Kapil-Ram,0,WPA2-EAP-FT/CCMP,149,kramcha,iPhone,,,119,5,24f094a0336b,16,-74,49523,unknown,156.0,0,24f094a0336b,96150,00000000-0000-0000-1000-5c5b353ed467,184,False,6s,e514ce32-8c51-4455-b533-23410f2cba8e,12.0,1542756740
Intel Corporate,5c5b35365da1,10.2.46.29,2,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,24857,T-Mobile,556057,ac,106082,WABELHLP0701287,5420,WPA2-EAP/CCMP,149,host/WABELHLP0701287.gsm1900.org,,,,5508,5,f4963410b2a1,20,-70,595538273,unknown,156.0,799,f4963410b2a1,252514292,00000000-0000-0000-1000-5c5b353ed467,571215,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542756740
Intel Corporate,5c5b35365da1,10.2.46.40,4,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,22291,T-Mobile,113833,ac,16196,WABELHLP0704380,0,WPA2-EAP/CCMP,149,host/WABELHLP0704380.gsm1900.org,,,,146,5,185e0f706615,21,-69,369674351,unknown,144.4,0,185e0f706615,22061127,00000000-0000-0000-1000-5c5b353ed467,173830,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542756740
Intel Corporate,5c5b35365da1,10.2.46.60,1,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,25893,T-Mobile,442851,ac,27018,WABELHLP0704381,23693,WPA2-EAP/CCMP,149,host/WABELHLP0704381.gsm1900.org,,,,760,5,185e0f7085aa,23,-67,333086209,unknown,173.3,12576,185e0f7085aa,145659836,00000000-0000-0000-1000-5c5b353ed467,373782,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542756740
Intel Corporate,5c5b35365da1,10.2.46.56,1,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,280,1458,T-Mobile,15357,ac,144,WABELHLP0700525,31385,WPA2-EAP/CCMP,149,host/WABELHLP0700525.gsm1900.org,,,,12,5,e4b318cfe3a6,40,-50,10577203,unknown,173.3,26600,e4b318cfe3a6,3723730,00000000-0000-0000-1000-5c5b353ed467,9862,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542756740
Intel Corporate,5c5b35365da1,10.2.46.33,2,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,21668,T-Mobile,347729,ac,5219,wabelhlp0657945,451,WPA2-EAP/CCMP,149,host/wabelhlp0657945.gsm1900.org,,,,353,5,f83441b31f64,27,-63,328865241,unknown,173.3,399,f83441b31f64,85512224,00000000-0000-0000-1000-5c5b353ed467,365050,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542756740
Intel Corporate,5c5b35365da1,10.2.46.28,1,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,2969,T-Mobile,39263,ac,11315,tm0587497,1375,WPA2-EAP/CCMP,149,host/tm0587497.gsm1900.org,,,,743,5,f48c50e7e99c,22,-68,26119792,unknown,130.0,1598,f48c50e7e99c,9938409,00000000-0000-0000-1000-5c5b353ed467,33949,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 8,1542756740
Intel Corporate,5c5b35365da1,10.2.46.46,1,53db3426-79c5-43db-af0b-8d4533bbeecc,6.0,5c5b353ed467,False,1,280,808,T-Mobile,7245,ac,18,TM0493716,791,WPA2-EAP/CCMP,149,host/TM0493716.gsm1900.org,,,,4,5,30243205bef0,43,-47,1716269,unknown,156.0,3521,30243205bef0,1230033,00000000-0000-0000-1000-5c5b353ed467,3812,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542756740
Intel Corporate,5c5b35365da1,10.2.46.61,11,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,23429,T-Mobile,4397,ac,2,WABELHLP0692320,0,WPA2-EAP/CCMP,149,host/WABELHLP0692320.gsm1900.org,,,,7,5,dc53604a304e,34,-56,171183,unknown,173.3,0,dc53604a304e,994766,00000000-0000-0000-1000-5c5b353ed467,685,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Microsoft OS,1542756740
Intel Corporate,5c5b35365da1,10.2.46.26,1,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,6428,T-Mobile,367475,ac,12916,WABELHLP0704379,295,WPA2-EAP/CCMP,149,host/WABELHLP0704379.gsm1900.org,,,,216,5,185e0f6d9714,24,-66,619510830,unknown,173.3,2825,185e0f6d9714,62580242,00000000-0000-0000-1000-5c5b353ed467,340336,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 7,1542756740
Intel Corporate,5c5b35365da1,10.2.46.39,1,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,25384,T-Mobile,1362587,ac,110158,WABELHLP0796510,66267,WPA2-EAP/CCMP,149,host/WABELHLP0796510.gsm1900.org,,,,571,5,00e18ca28983,24,-66,616992837,unknown,173.3,47418,00e18ca28983,1309306616,00000000-0000-0000-1000-5c5b353ed467,1001295,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542756740
Intel Corporate,5c5b35365da1,10.2.46.42,1,53db3426-79c5-43db-af0b-8d4533bbeecc,173.3,5c5b353ed467,False,1,280,1709,T-Mobile,20947,ac,2357,WABELHLP0697351,71453,WPA2-EAP/CCMP,149,host/WABELHLP0697351.gsm1900.org,,,,21,5,14abc5675728,26,-64,11517964,unknown,144.4,44049,14abc5675728,4912594,00000000-0000-0000-1000-5c5b353ed467,13672,False,,e514ce32-8c51-4455-b533-23410f2cba8e,Windows 10,1542756740
manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
LG Electronics (Mobile Communications),5c5b353736c2,192.168.103.39,16,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,601762,PRODUCT_DEMO_NETWORK,90333,ac,142,android-824f2a299d2f911,0,WPA2-PSK/CCMP,149,-48,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,1820,5,3830f9099c2d,44,False,68312448,unknown,156.0,0,3830f9099c2d,52700,13248190,299,00000000-0000-0000-1000-5c5b353eeb05,208.2657047009148,355.9761185537474,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
QCOM TECHNOLOGY INC.,5c5b3536e1f1,192.168.101.224,10,b5f6da01-5068-4301-885a-00f5e61c565b,5.5,5c5b353ee231,,False,100,1,102807,DATA_TRANSFER_NETWORK,13920,n,160723,Touch2-7025103,0,WPA2-PSK/CCMP,11,-61,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,7497,24,000df0c8b736,31,False,5081177,unknown,26.0,0,000df0c8b736,6908,2024972,297,00000000-0000-0000-1000-5c5b353ee231,339.0306026476063,258.4686020260274,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Windows 10,1542756749
Apple,5c5b353738d1,192.168.102.45,7,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb3c,,False,100,1,165,DATA_TRANSFER_NETWORK,2752,ac,337,RobertStsiPhone,0,WPA2-PSK/CCMP,64,-46,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,38,5,3c2eff83a7b9,46,False,2686474,unknown,173.2,0,3c2eff83a7b9,2793,1110629,295,00000000-0000-0000-1000-5c5b353eeb3c,338.0882449017302,544.6341417009834,8+,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542756749
TCT mobile ltd,5c5b353736b1,192.168.101.221,2,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,357683,PRODUCT_DEMO_NETWORK,472337,n,41136,,0,WPA2-PSK/CCMP,6,-44,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,3411,24,e0e62ed86b7d,46,False,364032485,unknown,65.0,869,e0e62ed86b7d,271676,51488593,293,00000000-0000-0000-1000-5c5b353eeb05,191.46325200440432,382.08323411520564,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
TCT mobile ltd,5c5b353736c2,192.168.101.204,14,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,363525,PRODUCT_DEMO_NETWORK,515861,ac,2067,,0,WPA2-PSK/CCMP,149,-49,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,45960,5,e0e62eedcbc3,43,False,704124359,unknown,86.6,0,e0e62eedcbc3,504312,63925059,293,00000000-0000-0000-1000-5c5b353eeb05,228.2472656370281,381.1842957295984,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
LG Electronics (Mobile Communications),5c5b353736c2,192.168.102.15,44,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506202,PRODUCT_DEMO_NETWORK,1076643,ac,15683,android-2c60d8aafe43068e,0,WPA2-PSK/CCMP,149,-46,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,29939,5,08d46ab658b0,46,False,1355484149,unknown,86.6,0,08d46ab658b0,1413146,245246434,292,00000000-0000-0000-1000-5c5b353eeb05,228.85215607784383,375.5927419162737,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Apple,5c5b353460c3,10.123.7.22,69,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,39508,REMO,4980,ac,128,CASAN2920IPM102,0,WPA2-EAP-FT/CCMP,36,-53,CASAN2920IPM102,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,582,5,9c84bf471a71,39,False,717381,unknown,173.3,0,9c84bf471a71,1618,787099,292,00000000-0000-0000-1000-5c5b353e9f65,331.901544926462,58.211012237000375,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756709
Apple,5c5b3536e201,192.168.102.44,3,b5f6da01-5068-4301-885a-00f5e61c565b,86.6,5c5b353ee231,,False,100,1,4856,DATA_TRANSFER_NETWORK,154886,ac,6959,Eduardos-iPhone,0,WPA2-PSK/CCMP,161,-59,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,1505,5,b853acac6313,33,False,620157201,unknown,86.6,0,b853acac6313,261293,26381675,289,00000000-0000-0000-1000-5c5b353ee231,355.0094717598,305.4572056669152,7,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542756749
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.206,24,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,976670,PRODUCT_DEMO_NETWORK,201687,n,1309,android-4fbb06e39e689386,0,WPA2-PSK/CCMP,149,-45,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,20529,5,48605f28701a,47,False,152835261,unknown,65.0,0,48605f28701a,226002,50757348,289,00000000-0000-0000-1000-5c5b353eeb05,217.99098222934686,385.26577291416436,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Nougat,1542756739
Apple,5c5b353460c3,10.123.7.31,68,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,4909,REMO,5626,ac,966,CASAN2920IPM105,0,WPA2-EAP-FT/CCMP,36,-60,CASAN2920IPM105,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,228,5,9c84bf422ff3,32,False,5715040,unknown,144.4,0,9c84bf422ff3,4955,1975223,285,00000000-0000-0000-1000-5c5b353e9f65,387.3204974125934,152.6743357980324,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756709
Apple,5c5b353736c3,10.123.7.21,11,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,1,1,102,REMO,198,ac,46,CASAN2920IPM103,0,WPA2-EAP-FT/CCMP,149,-61,CASAN2920IPM103,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,9,5,9c84bf4183ab,31,False,434853,unknown,144.4,0,9c84bf4183ab,214,31196,280,00000000-0000-0000-1000-5c5b353eeb05,219.11970217461882,456.4587067193789,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756739
Apple,5c5b353736c2,192.168.102.38,33,b5f6da01-5068-4301-885a-00f5e61c565b,173.2,5c5b353eeb05,,False,100,1,801,PRODUCT_DEMO_NETWORK,14043,ac,3337,StephanesiPhone,0,WPA2-PSK/CCMP,149,-61,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,386,5,50bc96893bbf,31,False,24890243,unknown,173.3,0,50bc96893bbf,15495,6406717,280,00000000-0000-0000-1000-5c5b353eeb05,161.89511761767645,435.0800454701373,8+,8d977dd7-395f-4454-a90e-a2163c3aaa8e,12.0,1542756739
Apple,5c5b353736c2,192.168.101.248,23,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb05,,False,100,1,96744,PRODUCT_DEMO_NETWORK,19004,ac,2678,iPhone,0,WPA2-PSK/CCMP,149,-56,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,415,5,b019c69afe3d,36,False,10649968,unknown,192.5,0,b019c69afe3d,10919,2679811,280,00000000-0000-0000-1000-5c5b353eeb05,245.99672753959402,395.6570432438698,X,8d977dd7-395f-4454-a90e-a2163c3aaa8e,11.1.2,1542756739
Murata Manufacturing Co.,5c5b353736c2,192.168.101.218,15,b5f6da01-5068-4301-885a-00f5e61c565b,240.5,5c5b353eeb05,,False,100,1,1209001,PRODUCT_DEMO_NETWORK,1319678,ac,264553,Galaxy-S8,0,WPA2-PSK/CCMP,149,-53,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,101767,5,b072bfdaf458,39,False,3002207168,unknown,195.0,0,b072bfdaf458,1572934,321208161,280,00000000-0000-0000-1000-5c5b353eeb05,224.1873978238435,347.83481654546244,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Murata Manufacturing Co.,5c5b353736c2,192.168.101.216,6,b5f6da01-5068-4301-885a-00f5e61c565b,216.5,5c5b353eeb05,,False,100,1,2414931,PRODUCT_DEMO_NETWORK,7682028,ac,876959,Galaxy-Note8,0,WPA2-PSK/CCMP,149,-53,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,532358,5,dcefcaf14ee2,39,False,17475729973,unknown,216.6,0,dcefcaf14ee2,8689002,1432696509,280,00000000-0000-0000-1000-5c5b353eeb05,189.91937705778088,344.171397584159,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Samsung Electronics Co.,5c5b353736c2,192.168.103.117,1,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,44900,PRODUCT_DEMO_NETWORK,637609,ac,4202,Galaxy-J7-Star,541,WPA2-PSK/CCMP,149,-51,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,9908,5,d4e6b7240335,41,False,974333026,unknown,96.1,1286,d4e6b7240335,672775,89010016,280,00000000-0000-0000-1000-5c5b353eeb05,231.89317355600528,404.6841431911064,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Samsung Electronics Co.,5c5b353736b1,192.168.101.205,14,b5f6da01-5068-4301-885a-00f5e61c565b,1.0,5c5b353eeb05,,False,100,1,44903,PRODUCT_DEMO_NETWORK,459374,n,140366,Galaxy-J3-Star,0,WPA2-PSK/CCMP,6,-45,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,40464,24,48c796463367,45,False,755686378,unknown,72.2,0,48c796463367,513769,60630029,280,00000000-0000-0000-1000-5c5b353eeb05,192.38175632879413,381.9200317739176,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Motorola Mobility LLC,5c5b353736c2,192.168.101.210,10,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,1730192,PRODUCT_DEMO_NETWORK,192614,n,2792,,0,WPA2-PSK/CCMP,149,-59,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,12285,5,0ccb85d0d41e,33,False,127340166,unknown,72.2,0,0ccb85d0d41e,133420,25496447,280,00000000-0000-0000-1000-5c5b353eeb05,203.85210810081063,431.35821815488794,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Murata Manufacturing Co.,5c5b353736c2,192.168.101.217,16,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb05,,False,100,1,44925,PRODUCT_DEMO_NETWORK,311939,ac,24670,Galaxy-S9,0,WPA2-PSK/CCMP,149,-48,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,10263,5,a0c9a0c388b8,44,False,544082673,unknown,173.3,0,a0c9a0c388b8,329863,47591638,280,00000000-0000-0000-1000-5c5b353eeb05,222.20455171191907,358.4905007483303,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
OnePlus Technology (Shenzhen) Co.,5c5b353736b1,192.168.100.155,17,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,351555,PRODUCT_DEMO_NETWORK,121833,n,2229,OnePlus_6T,0,WPA2-PSK/CCMP,6,-39,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,2520,24,64a2f9dc999e,51,False,171725271,unknown,65.0,0,64a2f9dc999e,137823,19533321,280,00000000-0000-0000-1000-5c5b353eeb05,211.2721213911867,366.9619761823434,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.212,17,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506178,PRODUCT_DEMO_NETWORK,1433517,ac,17882,android-9726588ba3a10fe5,0,WPA2-PSK/CCMP,149,-49,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,45875,5,48605f67a7f4,43,False,1556132440,unknown,173.3,0,48605f67a7f4,1273349,257886134,280,00000000-0000-0000-1000-5c5b353eeb05,199.53821266935566,398.21457253210605,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
SAMSUNG ELECTRO-MECHANICS(THAILAND),5c5b353736c2,192.168.101.219,1,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb05,,False,100,1,2415009,PRODUCT_DEMO_NETWORK,7035060,ac,1688990,Galaxy-S8-active,22435,WPA2-PSK/CCMP,149,-49,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,381055,5,04d6aad6578e,43,False,17975680028,unknown,192.5,17804,04d6aad6578e,8643907,1303408258,279,00000000-0000-0000-1000-5c5b353eeb05,201.80588691867982,353.28430450475867,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.203,41,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506201,PRODUCT_DEMO_NETWORK,1328066,ac,207691,android-5f0d94daf51a8ff6,0,WPA2-PSK/CCMP,149,-53,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,393259,5,08d46ad21449,39,False,642371577,unknown,72.2,0,08d46ad21449,872382,220045187,279,00000000-0000-0000-1000-5c5b353eeb05,229.74706778350534,390.95293529901187,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Murata Manufacturing Co.,5c5b353736c2,192.168.102.250,11,b5f6da01-5068-4301-885a-00f5e61c565b,240.5,5c5b353eeb05,,False,100,1,44915,PRODUCT_DEMO_NETWORK,339679,ac,29716,Galaxy-Note9,0,WPA2-PSK/CCMP,149,-55,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,14310,5,449160c7d7ff,37,False,568301712,unknown,156.0,0,449160c7d7ff,349604,52564503,279,00000000-0000-0000-1000-5c5b353eeb05,165.00115236363067,387.21396951680487,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
Motorola Mobility LLC,5c5b353736c2,192.168.101.213,40,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,358773,PRODUCT_DEMO_NETWORK,61031,n,914,,0,WPA2-PSK/CCMP,149,-55,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,2163,5,304b0705a7a8,37,False,64175412,unknown,72.2,0,304b0705a7a8,52911,8458081,279,00000000-0000-0000-1000-5c5b353eeb05,179.53885409447864,335.4870383164314,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542756739
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.211,9,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506204,PRODUCT_DEMO_NETWORK,337402,n,2223,android-7c249030efdbe73f,0,WPA2-PSK/CCMP,149,-46,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,12226,5,48605f3e8f68,46,False,334153207,unknown,72.2,0,48605f3e8f68,318971,58959129,279,00000000-0000-0000-1000-5c5b353eeb05,190.16347984142342,366.0963403027642,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Nougat,1542756739
Apple,5c5b353460c3,10.123.7.30,11,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,3776,REMO,1066,n,34,CASAN2920INV01,0,WPA2-EAP-FT/CCMP,36,-70,CASAN2920INV01,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,18,5,d896950dd5f0,22,False,173526,unknown,65.0,0,d896950dd5f0,340,129822,279,00000000-0000-0000-1000-5c5b353e9f65,238.26958604302268,-49.93966996120107,5s Americas,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542756709
